complaint_id,product,sub_product,issue,sub_issue,company,state,channel,timely_response,consumer_disputed,date_received,compliance_signal,narrative_length,narrative_preview
2643035,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"Receivables Performance Management, LLC",AR,Web,Yes,N/A,2017-08-23,financial_harm,1588,"I paid my XXXX bill through XX/XX/XXXX and had my service disconnected. XXXX wanted {$200.00} more so they charged my credit card {$200.00} without my knowledge or consent. I have disputed the charge. XXXX XXXX returned the {$200.00} to me. I have attached a document to prove this. I believe this is a case of age discrimination. I am XXXX years old. 
They charged a card that I rarely use, which I think, was an attempt to hide the theft. Since my service was disconnected on XX/XX/XXXX, what is this bill for? I am sending proof that I have not missed any XXXX payments to XX/XX/XXXX. All XXXX bills are paid one month in advance.The last bill I paid was XX/XX/XXXX. This bill was for XXXX. I have proof the {$63.00} charge is for XX/XX/XXXX. I am also sending proof that a XXXX statement states I do n't owe the bill. They must have decided to charge me the {$63.00} after they failed to steal the {$200.00} dollars. On one statement it shows all equipment was returned yet XXXX still decided to charge me {$200.00} plus {$61.00} the total {$260.00}. The physical address on all XXXX statements is not XXXX XXXX XXXX XXXX, Arkansas XXXX. I have moved in the last month. XXXX has turned this over "
7705617,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Problem with customer service,"Maximus Federal Services, Inc.",VA,Web,Yes,N/A,2023-10-16,financial_harm,678,"I am requesting a debt validation be done on these loans, including evidence of my agreement to the original loans, the evidence of a disclosure that Aidvantage says was provided to me when my monthly payments were changed without my consent the first time, and evidence of the disclosure when Aidvantage changed my payment terms again without my consent. If this documentation can not be provided it is clear Aidvantage has violated UDAAP and the TIL, and these loans should be closed and removed from my credit report. I would love to request this information of them directly but they do not answer phone calls nor do they respond to emails, so I am filing another complaint."
11612565,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"Block, Inc.",GA,Web,Yes,N/A,2025-01-20,financial_harm,661,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations."
15915287,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,NJ,Web,Yes,N/A,2025-09-12,financial_harm,5687,"XXXX'I am submitting this formal complaint and dispute regarding multiple inaccurate, misleading, and damaging items on my credit report reported by various creditors and collection agencies These items violate the Fair Credit Reporting Act (FCRA 15 U.S.C  1681 et seq), Fair Debt Collection Practices Act (FDCPA 15 U.S.C  1692 et seq), and other applicable federal and state laws I demand an immediate investigation and correction of each inaccurate item\nIncorrect Addresses ReportedXXXX XXXX XXXX XXXX XXXX XXXX XXXX This address has never been associated with me Its reporting is misleading and exposes me to potential identity theft and credit fraud under FCRA 1681cStory: I have received letters and calls intended for someone else at this address Lenders and debt collectors have erroneously linked me to debts that are not mine This has caused repeated loan denials, unnecessary stress, and a persistent fear of identity theft I have been forced to spend hours contacting creditors, disputing debts, and monitoring my credit reports The repeated negligence shows reckless reporting practices that harm consumers\nAccount Disputes:XXXX XXXX XXXX XXXX Date Opened: XXXX  Balance: XXXX  Late Pay"
12382791,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,GA,Web,Yes,N/A,2025-03-08,financial_harm,362,"XXXX XXXX XXXX at XXXX XXXX XXXX XXXX, XXXXXXXX XXXX  XXXX has been sending me collection notices in the amount of XXXX. The collection has been reported as a past due balance. I do not know this company or have I ever had a relationship with this company. I have never done any business with this company. This company does not have a contact with my signature."
4571616,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,U.S. BANCORP,IL,Web,Yes,N/A,2021-07-25,financial_harm,700,"I did not purchase Air line tickets from XXXX XXXX XXXX XXXX a phony travel agency for {$580.00}. 

My US BANK Account ending XXXX was charged. I disputed it with U.S. Bank see attached XX/XX/2021 document. 

In a boiler plate letter dated XX/XX/2021 from US Bank stating that "" After reviewing the information that has been supplied, we have determined that we are unable to assist you in resolving your dispute. 
Unfortunately, you did not cancel the merchandise prior to the date of the transaction. '' My dispute had nothing to do with merchandise. The dispute was based upon a fraudulent air line ticket charge to my U.S. Bank Card ending XXXX. I did not order the airline tickets for {$580.00}."
1761501,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Consumer Collection Management. Inc,MO,Web,No,No,2016-01-27,financial_harm,502,"To Whom it may concern : Consumer Collection Management lists on my credit report me owing to XXXX XXXX. I own XXXX XXXX nothing. When I asked for proof of debt this winter they sent me nothing showing that I owed XXXX XXXX anything. Since the information they are reporting is false I would like it removed from my credit report asap. I have included my request for debt validation, what they submitted and my response pointing out that they did not submit anything showing that I owed XXXX XXXX XXXX,"
4028834,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"Financial Management Solutions, LLC",VA,Web,Yes,N/A,2020-12-23,financial_harm,428,"I am writing to you to block FMS FINANCIAL Solution ( Original Creditor : XXXX XXXX XXXX XXXX XXXX from my report immediately. I do not owe this debt. This is inaccurate, untrue, incomplete, untimely, not compliant, and or possibly not even of my ownership of responsibility allegation of a derogatory item that I see you currently have on my credit report, possibly causing violating infringements and injury to my credibility."
11772093,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,TX,Web,Yes,N/A,2025-01-24,financial_harm,1988,"This CFPB complaint has been filed to request, pursuant to FCRA 605B ( 15 U.S.C. 1681c-2 ), that you, the Experian credit reporting agency, block information appearing on my consumer credit report that is the result of identity theft and fraud within four business days of receiving this complaint. This fraudulent, inaccurate, and false information consists of a personal credit card account opened with XXXX XXXX XXXX on XX/XX/XXXX ; an auto loan account opened with XXXX XXXX XXXX on XX/XX/XXXX ; a utility account opened with XXXX XXXX on XX/XX/XXXX ; a collection account with XXXX, associated with apartment debt, opened on XX/XX/XXXXXXXX  ; a collection account with XXXX XXXX XXXX, assumed to be apartment debt, opened on XX/XX/XXXX ; a collection account with XXXX XXXX XXXX, opened on XX/XX/XXXX ; a collection account with XXXX XXXX, opened on XX/XX/XXXX ; two collection accounts with XXXX XXXX XXXX, one opened on XX/XX/XXXX, and the other on XX/XX/XXXX ; a collection account with XXXX XXXX XXXX, associated with apartment debt, opened on XX/XX/XXXX ; a collection account with XXXX XXXX XXXX, opened on XX/XX/XXXX ; a collection account with XXXX, assumed to be associated with apartme"
9759480,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Web,Yes,N/A,2024-08-11,financial_harm,1251,"CFPB, 15 U.S. Code 1681- Congressional findings and statement of purpose ( 2 ) An elaborate mechanism has been developed for investigating and evaluating the credit worthiness, credit standing, credit capacity, character, and general reputation of consumers.

( 3 ) Consumer reporting agencies have assumed a vital role in assembling and evaluating consumer credit and other information on consumers.

( 4 ) There is a need to insure that consumer reporting agencies exercise their grave responsibilities with fairness, impartiality, and a respect for the consumers.FCRA Impermissible Use Meaning Much of the information in a consumers credit report is sensitive. It should be protected to avoid identity theft and potential embarrassment if the consumer is delinquent on payments or has other debt issues.

There are limited purposes for companies and/or individuals to access your credit report. If you do not specifically give a company written permission, they may not access your credit information. If they do without valid purpose or permission, it is impermissible use. And it is illegal. ( TRANSUNION ) is in Violation of the FCRA. I did not give Oral, Written Consent for there company to d"
5626376,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"Portfolio Recovery Associates, LLC",NY,Web,Yes,N/A,2022-06-02,financial_harm,418,"This company has been calling my phone non-stop over the last several weeks, presumably about a debt to collect. They refuse to tell me specifically what the calls are about other than a personal business matter. I have made it VERY clear to them that we have no business if they cant provide further details. I want the harassment to stop. Calls always come while I am at work, wasting my time, and my customers time."
1590489,Credit reporting,,Incorrect information on credit report,Account status,"EQUIFAX, INC.",SC,Web,Yes,Yes,2015-10-02,financial_harm,488,"A {$55.00} medical bill went overdue and I was not made aware until I was contacted by a collection agency. I paid the bill in full as soon as I was made aware of it. However, in the meantime, the medical office closed and the collection agency has refused to remove it from my credit report. Now I 'm trying to get a home loan and being penalized because of this one single thing on my credit report when I have not had a single late payment on anything else in my entire credit history."
